,RUN,Serie,valor_cuota,Fecha,uf,tipo_cambio,tac_total
0,BANSANDER-C,Obl,,2015-01-02,24627.1,1,0.0
1,BANSANDER-C,Obl,,2015-01-18,24598.46,1,0.0
2,BANSANDER-C,Obl,,2015-01-23,24582.56,1,0.0
3,BANSANDER-C,Obl,,2015-01-26,24573.03,1,0.0
4,BANSANDER-C,Obl,,2015-01-28,24566.68,1,0.0
5,BANSANDER-C,Obl,,2015-01-29,24563.5,1,0.0
6,BANSANDER-C,Obl,,2015-02-05,24541.28,1,0.0
7,BANSANDER-C,Obl,,2015-02-09,24528.59,1,0.0
8,BANSANDER-C,Obl,,2015-02-15,24533.84,1,0.0
9,BANSANDER-C,Obl,,2015-03-05,24549.61,1,0.0
10,BANSANDER-C,Obl,,2015-03-10,24556.28,1,0.0
11,BANSANDER-C,Obl,,2015-03-12,24562.61,1,0.0
12,BANSANDER-C,Obl,,2015-03-17,24578.43,1,0.0
13,BANSANDER-C,Obl,,2015-03-19,24584.76,1,0.0
14,BANSANDER-C,Obl,,2015-03-23,24597.43,1,0.0
15,BANSANDER-C,Obl,,2015-03-26,24606.93,1,0.0
16,BANSANDER-C,Obl,,2015-03-28,24613.27,1,0.0
17,BANSANDER-C,Obl,,2015-04-02,24629.12,1,0.0
18,BANSANDER-C,Obl,,2015-04-04,24635.47,1,0.0
19,BANSANDER-C,Obl,,2015-04-07,24644.98,1,0.0
20,BANSANDER-C,Obl,,2015-04-17,24690.69,1,0.0
21,BANSANDER-C,Obl,,2015-05-07,24789.35,1,0.0
22,BANSANDER-C,Obl,,2015-05-08,24794.29,1,0.0
23,BANSANDER-C,Obl,,2015-05-10,24804.03,1,0.0
24,BANSANDER-C,Obl,,2015-05-16,24832.76,1,0.0
25,BANSANDER-C,Obl,,2015-05-17,24837.55,1,0.0
26,BANSANDER-C,Obl,,2015-05-21,24856.73,1,0.0
27,BANSANDER-C,Obl,,2015-05-30,24899.94,1,0.0
28,BANSANDER-C,Obl,,2015-05-31,24904.75,1,0.0
29,BANSANDER-C,Obl,,2015-06-01,24909.55,1,0.0
30,BANSANDER-C,Obl,,2015-06-02,24914.36,1,0.0
31,BANSANDER-C,Obl,,2015-06-03,24919.17,1,0.0
32,BANSANDER-C,Obl,,2015-06-08,24943.22,1,0.0
33,BANSANDER-C,Obl,,2015-06-14,24956.35,1,0.0
34,BANSANDER-C,Obl,,2015-06-22,24969.65,1,0.0
