,RUN,Serie,valor_cuota,Fecha,uf,tipo_cambio,tac_total
18300,BANSANDER-A,APV,,2016-01-11,25629.09,1,0.0
18301,BANSANDER-A,APV,,2016-01-13,25629.09,1,0.0
18302,BANSANDER-A,APV,,2016-01-20,25629.09,1,0.0
18303,BANSANDER-A,APV,,2016-01-24,25629.09,1,0.0
18304,BANSANDER-A,APV,,2016-02-05,25629.09,1,0.0
18305,BANSANDER-A,APV,,2016-02-16,25659.96,1,0.0
18306,BANSANDER-A,APV,,2016-02-20,25677.62,1,0.0
18307,BANSANDER-A,APV,,2016-02-29,25717.4,1,0.0
18308,BANSANDER-A,APV,,2016-03-15,25772.18,1,0.0
18309,BANSANDER-A,APV,,2016-03-24,25794.6,1,0.0
18310,BANSANDER-A,APV,,2016-04-12,25844.83,1,0.0
18311,BANSANDER-A,APV,,2016-04-20,25872.35,1,0.0
18312,BANSANDER-A,APV,,2016-04-22,25879.24,1,0.0
18313,BANSANDER-A,APV,,2016-04-24,25886.13,1,0.0
18314,BANSANDER-A,APV,,2016-04-26,25893.02,1,0.0
18315,BANSANDER-A,APV,,2016-04-27,25896.46,1,0.0
18316,BANSANDER-A,APV,,2016-04-30,25906.8,1,0.0
18317,BANSANDER-A,APV,,2016-05-01,25910.25,1,0.0
18318,BANSANDER-A,APV,,2016-05-07,25930.95,1,0.0
18319,BANSANDER-A,APV,,2016-05-08,25934.4,1,0.0
18320,BANSANDER-A,APV,,2016-05-28,25985.51,1,0.0
18321,BANSANDER-A,APV,,2016-05-30,25990.54,1,0.0
18322,BANSANDER-A,APV,,2016-06-01,25995.56,1,0.0
18323,BANSANDER-A,APV,,2016-06-07,26010.64,1,0.0
18324,BANSANDER-A,APV,,2016-06-09,26015.66,1,0.0
18325,BANSANDER-A,APV,,2016-06-16,26027.79,1,0.0
18326,BANSANDER-A,APV,,2016-06-17,26029.52,1,0.0
18327,BANSANDER-A,APV,,2016-06-24,26041.66,1,0.0
18328,BANSANDER-A,APV,,2016-06-30,26052.07,1,0.0
18329,BANSANDER-A,APV,,2016-07-07,26064.22,1,0.0
18330,BANSANDER-A,APV,,2016-07-12,26077.76,1,0.0
18331,BANSANDER-A,APV,,2016-07-13,26081.12,1,0.0
18332,BANSANDER-A,APV,,2016-07-16,26091.2,1,0.0
18333,BANSANDER-A,APV,,2016-07-17,26094.56,1,0.0
18334,BANSANDER-A,APV,,2016-08-01,26145.01,1,0.0
18335,BANSANDER-A,APV,,2016-08-06,26161.85,1,0.0
18336,BANSANDER-A,APV,,2016-08-08,26168.59,1,0.0
18337,BANSANDER-A,APV,,2016-08-15,26182.08,1,0.0
18338,BANSANDER-A,APV,,2016-08-17,26185.46,1,0.0
18339,BANSANDER-A,APV,,2016-08-24,26197.27,1,0.0
18340,BANSANDER-A,APV,,2016-09-01,26210.79,1,0.0
18341,BANSANDER-A,APV,,2016-09-09,26224.3,1,0.0
18342,BANSANDER-A,APV,,2016-09-11,26224.3,1,0.0
18343,BANSANDER-A,APV,,2016-09-20,26224.3,1,0.0
18344,BANSANDER-A,APV,,2016-09-21,26224.3,1,0.0
18345,BANSANDER-A,APV,,2016-09-25,26224.3,1,0.0
18346,BANSANDER-A,APV,,2016-09-28,26224.3,1,0.0
18347,BANSANDER-A,APV,,2016-09-29,26224.3,1,0.0
18348,BANSANDER-A,APV,,2016-10-01,26224.3,1,0.0
18349,BANSANDER-E,APV,,2016-03-15,25772.18,1,0.0
18350,BANSANDER-E,APV,,2016-03-19,25782.14,1,0.0
18351,BANSANDER-E,APV,,2016-03-25,25797.09,1,0.0
18352,BANSANDER-E,APV,,2016-04-05,25824.53,1,0.0
18353,BANSANDER-E,APV,,2016-04-23,25882.68,1,0.0
18354,BANSANDER-E,APV,,2016-04-25,25889.57,1,0.0
18355,BANSANDER-E,APV,,2016-04-26,25893.02,1,0.0
18356,BANSANDER-E,APV,,2016-05-01,25910.25,1,0.0
18357,BANSANDER-E,APV,,2016-05-04,25920.6,1,0.0
18358,BANSANDER-E,APV,,2016-05-09,25937.85,1,0.0
18359,BANSANDER-E,APV,,2016-05-17,25957.91,1,0.0
18360,BANSANDER-E,APV,,2016-05-24,25975.47,1,0.0
18361,BANSANDER-E,APV,,2016-05-26,25980.49,1,0.0
18362,BANSANDER-E,APV,,2016-05-27,25983.0,1,0.0
18363,BANSANDER-E,APV,,2016-05-29,25988.03,1,0.0
18364,BANSANDER-E,APV,,2016-05-30,25990.54,1,0.0
18365,BANSANDER-E,APV,,2016-06-09,26015.66,1,0.0
18366,BANSANDER-E,APV,,2016-06-21,26036.46,1,0.0
18367,BANSANDER-E,APV,,2016-06-23,26039.93,1,0.0
18368,BANSANDER-E,APV,,2016-06-30,26052.07,1,0.0
18369,BANSANDER-E,APV,,2016-07-01,26053.81,1,0.0
18370,BANSANDER-E,APV,,2016-07-02,26055.54,1,0.0
18371,BANSANDER-E,APV,,2016-07-04,26059.01,1,0.0
18372,BANSANDER-E,APV,,2016-07-05,26060.75,1,0.0
18373,BANSANDER-E,APV,,2016-07-10,26071.05,1,0.0
18374,BANSANDER-E,APV,,2016-07-14,26084.48,1,0.0
18375,BANSANDER-E,APV,,2016-07-23,26114.73,1,0.0
18376,BANSANDER-E,APV,,2016-07-28,26131.55,1,0.0
18377,BANSANDER-E,APV,,2016-08-11,26175.33,1,0.0
18378,BANSANDER-E,APV,,2016-08-13,26178.71,1,0.0
18379,BANSANDER-E,APV,,2016-08-14,26180.4,1,0.0
18380,BANSANDER-E,APV,,2016-08-16,26183.77,1,0.0
18381,BANSANDER-E,APV,,2016-08-17,26185.46,1,0.0
18382,BANSANDER-E,APV,,2016-08-18,26187.15,1,0.0
18383,BANSANDER-E,APV,,2016-08-23,26195.59,1,0.0
18384,BANSANDER-E,APV,,2016-08-31,26209.1,1,0.0
18385,BANSANDER-E,APV,,2016-09-04,26215.85,1,0.0
18386,BANSANDER-E,APV,,2016-09-05,26217.54,1,0.0
18387,BANSANDER-E,APV,,2016-09-06,26219.23,1,0.0
18388,BANSANDER-E,APV,,2016-09-08,26222.61,1,0.0
18389,BANSANDER-E,APV,,2016-09-11,26224.3,1,0.0
18390,BANSANDER-E,APV,,2016-09-12,26224.3,1,0.0
18391,BANSANDER-E,APV,,2016-09-13,26224.3,1,0.0
18392,BANSANDER-E,APV,,2016-09-17,26224.3,1,0.0
18393,BANSANDER-E,APV,,2016-09-22,26224.3,1,0.0
18394,BANSANDER-E,APV,,2016-10-01,26224.3,1,0.0
18395,BANSANDER-E,APV,,2016-10-04,26224.3,1,0.0
18396,BANSANDER-E,APV,,2016-10-11,26227.68,1,0.0
18397,BANSANDER-E,APV,,2016-10-20,26242.9,1,0.0
18398,BANSANDER-E,APV,,2016-10-21,26244.59,1,0.0
18399,BANSANDER-E,APV,,2016-10-30,26259.82,1,0.0
18400,BANSANDER-E,APV,,2016-11-11,26280.25,1,0.0
18401,BANSANDER-E,APV,,2016-11-12,26282.0,1,0.0
18402,BANSANDER-E,APV,,2016-11-20,26296.01,1,0.0
18403,BANSANDER-E,APV,,2016-11-23,26301.26,1,0.0
18404,BANSANDER-E,APV,,2016-12-02,26317.03,1,0.0
18405,BANSANDER-E,APV,,2016-12-06,26324.04,1,0.0
18406,BANSANDER-E,APV,,2016-12-07,26325.8,1,0.0
18407,BANSANDER-E,APV,,2016-12-17,26336.09,1,0.0
18408,BANSANDER-E,APV,,2016-12-19,26337.79,1,0.0
18409,BANSANDER-E,APV,,2016-12-21,26339.49,1,0.0
18410,BANSANDER-E,APV,,2016-12-23,26341.19,1,0.0
18411,BANSANDER-E,APV,,2016-12-31,26347.98,1,0.0
18412,BANSANDER-A,APV,,2016-10-09,26224.3,1,0.0
18413,BANSANDER-A,APV,,2016-10-22,26246.28,1,0.0
18414,BANSANDER-A,APV,,2016-10-26,26253.05,1,0.0
18415,BANSANDER-A,APV,,2016-11-05,26269.98,1,0.0
18416,BANSANDER-A,APV,,2016-11-08,26275.06,1,0.0
18417,BANSANDER-A,APV,,2016-11-10,26278.5,1,0.0
18418,BANSANDER-A,APV,,2016-11-12,26282.0,1,0.0
18419,BANSANDER-A,APV,,2016-11-13,26283.75,1,0.0
18420,BANSANDER-A,APV,,2016-11-16,26289.0,1,0.0
18421,BANSANDER-A,APV,,2016-11-23,26301.26,1,0.0
18422,BANSANDER-A,APV,,2016-11-26,26306.52,1,0.0
18423,BANSANDER-A,APV,,2016-12-07,26325.8,1,0.0
18424,BANSANDER-B,APV,,2016-01-08,25629.09,1,0.0
18425,BANSANDER-B,APV,,2016-01-09,25629.09,1,0.0
18426,BANSANDER-B,APV,,2016-01-11,25629.09,1,0.0
18427,BANSANDER-B,APV,,2016-01-15,25629.09,1,0.0
18428,BANSANDER-B,APV,,2016-01-21,25629.09,1,0.0
18429,BANSANDER-B,APV,,2016-01-24,25629.09,1,0.0
18430,BANSANDER-B,APV,,2016-01-27,25629.09,1,0.0
18431,BANSANDER-B,APV,,2016-02-01,25629.09,1,0.0
