,RUN,Serie,valor_cuota,Fecha,uf,tipo_cambio,tac_total
18250,BANSANDER-B,APV,,2017-01-13,26348.82,1,0.0
18251,BANSANDER-B,APV,,2017-01-14,26347.12,1,0.0
18252,BANSANDER-B,APV,,2017-01-18,26340.32,1,0.0
18253,BANSANDER-B,APV,,2017-01-21,26335.21,1,0.0
18254,BANSANDER-B,APV,,2017-01-27,26325.01,1,0.0
18255,BANSANDER-B,APV,,2017-01-30,26319.91,1,0.0
18256,BANSANDER-B,APV,,2017-02-04,26311.41,1,0.0
18257,BANSANDER-B,APV,,2017-02-08,26304.62,1,0.0
18258,BANSANDER-B,APV,,2017-02-13,26321.67,1,0.0
18259,BANSANDER-B,APV,,2017-02-17,26340.43,1,0.0
18260,BANSANDER-B,APV,,2017-02-24,26373.29,1,0.0
18261,BANSANDER-B,APV,,2017-02-26,26382.69,1,0.0
18262,BANSANDER-B,APV,,2017-02-27,26387.39,1,0.0
18263,BANSANDER-B,APV,,2017-02-28,26392.09,1,0.0
18264,BANSANDER-B,APV,,2017-03-06,26420.31,1,0.0
18265,BANSANDER-B,APV,,2017-03-09,26434.43,1,0.0
18266,BANSANDER-B,APV,,2017-03-10,26436.13,1,0.0
18267,BANSANDER-B,APV,,2017-03-21,26454.88,1,0.0
18268,BANSANDER-B,APV,,2017-03-23,26458.29,1,0.0
18269,BANSANDER-B,APV,,2017-03-28,26466.82,1,0.0
18270,BANSANDER-B,APV,,2017-03-29,26468.53,1,0.0
18271,BANSANDER-B,APV,,2017-04-02,26475.35,1,0.0
18272,BANSANDER-B,APV,,2017-04-03,26477.06,1,0.0
18273,BANSANDER-B,APV,,2017-04-09,26487.3,1,0.0
18274,BANSANDER-B,APV,,2017-04-18,26519.04,1,0.0
18275,BANSANDER-B,APV,,2017-04-19,26522.57,1,0.0
18276,BANSANDER-B,APV,,2017-04-22,26533.16,1,0.0
18277,BANSANDER-B,APV,,2017-04-23,26536.69,1,0.0
18278,BANSANDER-B,APV,,2017-04-24,26540.22,1,0.0
18279,BANSANDER-B,APV,,2017-04-25,26543.75,1,0.0
18280,BANSANDER-B,APV,,2017-04-27,26550.82,1,0.0
18281,BANSANDER-B,APV,,2017-05-10,26594.96,1,0.0
18282,BANSANDER-C,APV,,2017-01-25,26328.41,1,0.0
18283,BANSANDER-C,APV,,2017-01-27,26325.01,1,0.0
18284,BANSANDER-C,APV,,2017-01-30,26319.91,1,0.0
18285,BANSANDER-C,APV,,2017-02-06,26308.02,1,0.0
18286,BANSANDER-C,APV,,2017-02-11,26312.29,1,0.0
18287,BANSANDER-C,APV,,2017-02-27,26387.39,1,0.0
18288,BANSANDER-C,APV,,2017-03-03,26406.2,1,0.0
18289,BANSANDER-C,APV,,2017-03-04,26410.9,1,0.0
18290,BANSANDER-C,APV,,2017-03-16,26446.36,1,0.0
18291,BANSANDER-C,APV,,2017-03-18,26449.77,1,0.0
18292,BANSANDER-C,APV,,2017-03-21,26454.88,1,0.0
18293,BANSANDER-C,APV,,2017-03-22,26456.59,1,0.0
18294,BANSANDER-C,APV,,2017-03-26,26463.41,1,0.0
18295,BANSANDER-C,APV,,2017-03-30,26470.23,1,0.0
18296,BANSANDER-C,APV,,2017-04-02,26475.35,1,0.0
18297,BANSANDER-C,APV,,2017-04-10,26490.82,1,0.0
18298,BANSANDER-C,APV,,2017-04-14,26504.93,1,0.0
18299,BANSANDER-C,APV,,2017-04-18,26519.04,1,0.0
18300,BANSANDER-C,APV,,2017-04-25,26543.75,1,0.0
18301,BANSANDER-C,APV,,2017-04-26,26547.29,1,0.0
18302,BANSANDER-C,APV,,2017-05-03,26572.03,1,0.0
18303,BANSANDER-C,APV,,2017-05-13,26600.11,1,0.0
18304,BANSANDER-C,APV,,2017-05-18,26608.68,1,0.0
18305,BANSANDER-C,APV,,2017-05-20,26612.11,1,0.0
18306,BANSANDER-C,APV,,2017-05-21,26613.83,1,0.0
18307,BANSANDER-C,APV,,2017-06-07,26643.0,1,0.0
18308,BANSANDER-C,APV,,2017-06-10,26647.33,1,0.0
18309,BANSANDER-C,APV,,2017-06-11,26648.22,1,0.0
