,Asset,RVRF,cantidad,Run Fondo
86,NAC,RV,11.86,HABITAT-C
87,NAC,RV,10.84,MODELO-C
88,NAC,RV,12.33,PLANVITAL-C
89,NAC,RV,11.27,PROVIDA-C
90,NAC,RV,11.72,TOTAL-C
91,NAC,RV,5.4,CAPITAL-D
92,NAC,RV,5.38,CUPRUM-D
93,NAC,RV,5.37,HABITAT-D
94,NAC,RV,4.9,MODELO-D
95,NAC,RV,5.22,PLANVITAL-D
96,NAC,RV,4.94,PROVIDA-D
97,NAC,RV,5.22,TOTAL-D
98,NAC,RV,2.33,CAPITAL-E
99,NAC,RV,2.51,CUPRUM-E
100,NAC,RV,2.58,HABITAT-E
101,NAC,RV,2.3,MODELO-E
102,NAC,RV,2.39,PLANVITAL-E
103,NAC,RV,2.18,PROVIDA-E
104,NAC,RV,2.42,TOTAL-E
105,EXT,RV,61.29,CAPITAL-A
106,EXT,RV,63.22,CUPRUM-A
107,EXT,RV,62.22,HABITAT-A
108,EXT,RV,63.47,MODELO-A
109,EXT,RV,62.21,PLANVITAL-A
110,EXT,RV,63.27,PROVIDA-A
111,EXT,RV,62.57,TOTAL-A
112,EXT,RV,43.09,CAPITAL-B
113,EXT,RV,44.45,CUPRUM-B
114,EXT,RV,44.25,HABITAT-B
115,EXT,RV,44.11,MODELO-B
116,EXT,RV,43.37,PLANVITAL-B
117,EXT,RV,45.04,PROVIDA-B
118,EXT,RV,44.19,TOTAL-B
119,EXT,RV,27.55,CAPITAL-C
120,EXT,RV,28.65,CUPRUM-C
121,EXT,RV,27.92,HABITAT-C
122,EXT,RV,27.97,MODELO-C
123,EXT,RV,27.86,PLANVITAL-C
124,EXT,RV,28.84,PROVIDA-C
125,EXT,RV,28.24,TOTAL-C
126,EXT,RV,13.78,CAPITAL-D
127,EXT,RV,14.49,CUPRUM-D
128,EXT,RV,13.52,HABITAT-D
129,EXT,RV,14.31,MODELO-D
130,EXT,RV,14.36,PLANVITAL-D
131,EXT,RV,14.98,PROVIDA-D
132,EXT,RV,14.25,TOTAL-D
133,EXT,RV,2.69,CAPITAL-E
134,EXT,RV,2.43,CUPRUM-E
135,EXT,RV,2.44,HABITAT-E
136,EXT,RV,2.46,MODELO-E
137,EXT,RV,2.44,PLANVITAL-E
138,EXT,RV,2.91,PROVIDA-E
139,EXT,RV,2.5700000000000003,TOTAL-E
140,Otro,Otro,-0.53,CAPITAL-A
141,Otro,Otro,-0.66,CUPRUM-A
142,Otro,Otro,-0.15999999999999998,HABITAT-A
143,Otro,Otro,-0.46,MODELO-A
144,Otro,Otro,-0.43000000000000005,PLANVITAL-A
145,Otro,Otro,-0.36,PROVIDA-A
146,Otro,Otro,-0.42000000000000004,TOTAL-A
147,Otro,Otro,-0.61,CAPITAL-B
148,Otro,Otro,-0.63,CUPRUM-B
149,Otro,Otro,-0.27,HABITAT-B
150,Otro,Otro,-0.42,MODELO-B
151,Otro,Otro,-0.44,PLANVITAL-B
152,Otro,Otro,-0.49000000000000005,PROVIDA-B
153,Otro,Otro,-0.4700000000000001,TOTAL-B
154,Otro,Otro,-0.42,CAPITAL-C
155,Otro,Otro,-0.55,CUPRUM-C
156,Otro,Otro,-0.22999999999999998,HABITAT-C
157,Otro,Otro,-0.35000000000000003,MODELO-C
158,Otro,Otro,-0.27,PLANVITAL-C
159,Otro,Otro,-0.33,PROVIDA-C
160,Otro,Otro,-0.36000000000000004,TOTAL-C
161,Otro,Otro,-0.5599999999999999,CAPITAL-D
162,Otro,Otro,-0.45,CUPRUM-D
163,Otro,Otro,-0.32000000000000006,HABITAT-D
164,Otro,Otro,-0.34,MODELO-D
165,Otro,Otro,-0.5,PLANVITAL-D
166,Otro,Otro,-0.46,PROVIDA-D
167,Otro,Otro,-0.45000000000000007,TOTAL-D
168,Otro,Otro,-0.19,CAPITAL-E
169,Otro,Otro,-0.04999999999999999,CUPRUM-E
170,Otro,Otro,0.24,HABITAT-E
171,Otro,Otro,-0.10999999999999999,MODELO-E
172,Otro,Otro,-0.16,PLANVITAL-E
173,Otro,Otro,-0.010000000000000009,PROVIDA-E
174,Otro,Otro,0.009999999999999981,TOTAL-E
175,NAC,RF,95.01999999999997,8011
176,NAC,RF,92.63400000000004,8023
177,NAC,RF,74.38600000000002,8026
178,NAC,RF,92.32800000000002,8028
179,NAC,RF,97.49999999999999,8029
180,EXT,RV,43.458999999999996,8032
181,NAC,RF,17.714999999999996,8032
182,NAC,RV,36.110000000000014,8032
183,NAC,RF,91.60300000000001,8035
184,NAC,RF,99.98900000000005,8036
185,NAC,RF,99.64399999999998,8037
186,NAC,RF,1.689,8038
187,NAC,RV,98.00399999999998,8038
188,NAC,RV,94.11200000000001,8043
189,NAC,RF,99.727,8045
190,NAC,RF,0.865,8046
191,NAC,RV,99.04299999999999,8046
192,NAC,RF,86.08300000000001,8048
193,NAC,RF,99.772,8049
194,NAC,RF,89.033,8050
195,NAC,RF,91.39900000000002,8052
196,NAC,RF,95.86600000000003,8053
197,EXT,RV,97.25299999999997,8054
198,NAC,RV,1.176,8054
199,NAC,RF,99.71500000000002,8055
200,NAC,RF,91.38700000000003,8057
201,EXT,RV,96.58599999999998,8058
202,NAC,RF,1.7220000000000002,8058
203,NAC,RF,94.97600000000001,8059
204,NAC,RV,97.91300000000001,8062
205,NAC,RF,98.51400000000007,8063
206,NAC,RF,99.88400000000003,8064
207,NAC,RF,0.146,8074
208,NAC,RV,99.41999999999997,8074
209,NAC,RF,0.322,8076
210,NAC,RV,99.33000000000001,8076
211,NAC,RF,72.53300000000004,8077
212,NAC,RF,0.452,8077
213,EXT,RV,98.142,8078
214,NAC,RF,0.985,8078
215,NAC,RF,86.09899999999999,8082
216,NAC,RF,0.5640000000000001,8082
217,EXT,RV,92.55299999999998,8088
218,NAC,RF,94.54900000000018,8089
219,EXT,RV,96.685,8090
220,NAC,RF,1.6469999999999998,8090
221,NAC,RF,99.987,8092
222,EXT,RV,98.05000000000004,8097
223,NAC,RF,0.6450000000000001,8097
224,EXT,RV,86.09999999999998,8098
225,NAC,RF,0.727,8098
226,NAC,RV,10.322,8098
227,NAC,RF,99.04599999999989,8100
228,NAC,RF,96.84899999999998,8102
229,NAC,RF,99.70000000000002,8104
230,NAC,RF,98.85500000000005,8105
231,NAC,RF,92.501,8106
232,NAC,RF,98.72800000000008,8107
233,NAC,RF,99.98800000000007,8108
234,NAC,RF,98.358,8111
235,EXT,RV,97.70400000000001,8113
236,NAC,RF,1.7610000000000001,8113
237,EXT,RV,99.13700000000001,8114
238,NAC,RF,76.11199999999998,8115
239,EXT,RV,33.074999999999996,8116
240,NAC,RF,55.467,8116
241,NAC,RV,8.870000000000001,8116
242,NAC,RF,96.85299999999998,8117
243,NAC,RF,97.83399999999999,8118
244,NAC,RF,9.748000000000001,8119
245,NAC,RV,90.099,8119
246,NAC,RF,91.18199999999997,8125
247,NAC,RF,93.76099999999997,8127
248,EXT,RV,97.557,8129
249,NAC,RF,99.93200000000003,8130
250,EXT,RV,96.956,8131
251,EXT,RV,83.22,8133
252,NAC,RF,9.225000000000001,8133
253,NAC,RV,6.181,8133
254,NAC,RF,97.895,8134
255,NAC,RF,95.287,8135
256,NAC,RF,97.37600000000003,8141
257,NAC,RF,0.077,8142
258,NAC,RV,99.50399999999999,8142
259,NAC,RF,94.08400000000012,8152
260,EXT,RV,97.19800000000001,8159
261,NAC,RF,1.5610000000000002,8159
262,EXT,RV,97.419,8160
263,NAC,RF,0.759,8160
264,NAC,RV,98.47999999999998,8170
265,EXT,RV,97.183,8172
266,NAC,RF,99.96700000000003,8174
267,NAC,RV,98.601,8176
268,NAC,RF,99.99500000000009,8177
269,EXT,RV,99.11199999999998,8178
270,EXT,RV,96.05099999999999,8183
271,NAC,RF,0.037,8183
272,NAC,RF,99.80599999999998,8187
273,EXT,RV,15.959,8188
274,NAC,RF,70.905,8188
275,NAC,RV,9.163,8188
276,EXT,RV,98.342,8189
277,NAC,RF,57.03600000000002,8193
278,NAC,RV,42.389,8193
279,NAC,RF,75.14699999999999,8202
280,NAC,RF,98.99900000000007,8203
281,NAC,RV,97.86699999999999,8204
282,EXT,RV,96.925,8205
283,EXT,RV,88.17200000000001,8206
284,NAC,RV,9.454,8206
285,EXT,RF,77.28800000000001,8207
286,NAC,RF,15.453000000000001,8207
287,NAC,RF,95.35600000000004,8209
288,EXT,RF,9.056999999999999,8230
289,NAC,RF,88.66,8230
290,NAC,RF,98.56899999999999,8234
291,NAC,RF,98.22000000000001,8238
292,NAC,RF,99.88700000000003,8240
293,NAC,RF,0.027,8240
294,EXT,RF,84.42000000000002,8244
295,NAC,RF,9.049,8244
296,EXT,RV,29.009,8245
297,NAC,RF,27.730000000000004,8245
298,NAC,RV,37.833999999999996,8245
299,NAC,RF,89.79599999999998,8246
300,NAC,RF,0.098,8246
301,EXT,RV,53.647,8247
302,NAC,RV,41.967,8247
303,NAC,RF,95.035,8248
304,EXT,RF,70.15599999999999,8249
305,NAC,RF,23.218000000000007,8249
306,NAC,RF,97.613,8250
307,EXT,RV,54.37000000000003,8251
308,NAC,RF,34.638999999999996,8251
309,NAC,RV,9.175,8251
310,EXT,RV,68.74699999999999,8252
311,NAC,RF,16.391000000000002,8252
312,NAC,RV,13.100000000000001,8252
313,NAC,RF,81.00699999999996,8253
314,EXT,RF,13.86,8254
315,EXT,RF,83.38000000000001,8254
316,NAC,RF,99.77999999999997,8257
317,NAC,RF,99.91700000000003,8263
318,NAC,RF,0.016,8263
319,EXT,RF,14.861,8264
320,EXT,RV,77.927,8264
321,NAC,RF,5.522,8264
322,NAC,RF,93.79400000000001,8265
323,NAC,RV,6.047000000000001,8265
324,NAC,RF,98.44500000000001,8274
325,NAC,RF,97.90299999999999,8275
326,EXT,RV,95.76400000000001,8277
327,NAC,RV,1.661,8277
328,NAC,RF,49.35600000000004,8280
329,NAC,RF,0.425,8280
330,NAC,RF,10.056,8285
331,NAC,RV,89.782,8285
332,NAC,RF,10.322000000000001,8286
333,NAC,RV,89.287,8286
334,NAC,RF,83.98599999999998,8287
335,NAC,RV,98.52099999999999,8289
336,NAC,RF,96.437,8292
337,EXT,RV,99.19200000000001,8294
338,EXT,RV,28.205999999999996,8295
339,NAC,RF,24.891000000000002,8295
340,NAC,RV,43.961,8295
341,EXT,RV,98.46600000000001,8299
342,EXT,RV,97.64599999999997,8300
343,EXT,RV,98.22200000000002,8301
344,EXT,RV,28.110999999999997,8302
345,NAC,RF,36.796000000000014,8302
346,NAC,RV,33.45499999999999,8302
347,EXT,RV,58.306,8303
348,NAC,RF,0.8069999999999999,8303
349,NAC,RV,38.818999999999996,8303
350,NAC,RF,95.76899999999998,8304
351,EXT,RV,0.41000000000000003,8305
352,NAC,RF,3.5050000000000003,8305
353,NAC,RV,95.66,8305
354,EXT,RF,2.823,8306
355,EXT,RV,35.702000000000005,8306
356,NAC,RV,58.359999999999985,8306
357,NAC,RF,99.90100000000011,8315
358,NAC,RF,96.20900000000012,8316
359,NAC,RF,91.59399999999994,8317
360,NAC,RF,97.78099999999999,8319
361,NAC,RF,98.73899999999995,8320
362,EXT,RV,93.059,8323
363,NAC,RV,6.7010000000000005,8323
364,NAC,RF,91.89400000000002,8325
365,NAC,RF,98.79600000000005,8327
366,NAC,RF,99.98799999999999,8333
367,EXT,RF,1.8169999999999997,8336
368,EXT,RV,50.202000000000005,8336
369,NAC,RF,0.262,8336
370,NAC,RV,47.00799999999999,8336
371,NAC,RF,99.98499999999999,8338
372,NAC,RF,99.42100000000002,8345
373,NAC,RF,93.76500000000003,8346
374,EXT,RV,18.944000000000003,8347
375,NAC,RF,76.60199999999999,8347
376,EXT,RV,65.40300000000002,8348
377,NAC,RF,27.229000000000006,8348
378,NAC,RF,99.96199999999997,8352
379,NAC,RF,95.58300000000003,8357
380,NAC,RF,99.15800000000004,8358
381,NAC,RF,92.85499999999993,8363
382,NAC,RF,99.943,8367
383,NAC,RF,0.13799999999999998,8372
384,NAC,RV,98.63299999999998,8372
385,EXT,RV,96.232,8373
386,NAC,RF,99.84300000000006,8375
387,NAC,RF,0.091,8375
388,NAC,RV,97.47000000000001,8377
389,EXT,RV,97.78099999999996,8379
390,NAC,RF,0.9450000000000001,8379
391,NAC,RV,97.77300000000001,8380
392,NAC,RV,99.94699999999999,8381
393,NAC,RF,83.17099999999999,8384
394,EXT,RV,7.761,8387
395,NAC,RF,84.05799999999994,8387
396,EXT,RV,34.969,8392
397,NAC,RF,42.77399999999999,8392
398,NAC,RV,10.076,8392
399,NAC,RF,91.83500000000001,8393
400,NAC,RF,4.811999999999999,8395
401,NAC,RV,92.66,8395
402,NAC,RF,99.965,8401
403,EXT,RV,99.166,8409
404,NAC,RF,91.80200000000002,8411
405,EXT,RV,67.40500000000002,8413
406,NAC,RF,20.303,8413
407,NAC,RV,6.5969999999999995,8413
408,NAC,RF,85.76900000000003,8421
409,NAC,RV,14.156,8421
410,NAC,RF,94.30199999999995,8422
411,EXT,RV,95.76600000000002,8427
412,NAC,RV,2.58,8427
413,NAC,RV,98.05600000000001,8430
414,EXT,RV,86.73599999999999,8434
415,NAC,RV,11.398,8434
416,EXT,RV,71.17799999999998,8435
417,NAC,RV,28.074999999999996,8435
418,EXT,RV,98.699,8437
419,EXT,RV,98.39299999999999,8438
420,NAC,RF,0.19699999999999998,8438
421,EXT,RV,94.919,8442
422,NAC,RV,98.928,8448
423,NAC,RV,98.322,8452
424,NAC,RF,86.124,8455
425,NAC,RV,12.868999999999998,8455
426,EXT,RV,97.21300000000001,8456
427,NAC,RV,1.923,8456
428,EXT,RV,94.68100000000001,8457
429,NAC,RV,1.197,8457
430,EXT,RV,99.16100000000003,8458
431,NAC,RV,0.612,8458
432,NAC,RF,99.61299999999999,8459
433,NAC,RF,99.95500000000001,8460
434,EXT,RV,97.38,8471
435,NAC,RF,2.412,8471
436,EXT,RV,96.707,8475
437,NAC,RV,2.29,8475
438,EXT,RV,96.49100000000001,8479
439,NAC,RF,0.534,8479
440,EXT,RV,97.557,8480
441,EXT,RV,96.94099999999999,8481
442,EXT,RV,82.425,8482
443,NAC,RV,10.905,8482
444,EXT,RV,98.495,8484
445,EXT,RV,96.817,8488
446,NAC,RF,2.334,8488
447,NAC,RV,99.83500000000002,8490
448,EXT,RF,0.538,8492
449,EXT,RV,61.114000000000004,8492
450,NAC,RV,36.221000000000004,8492
451,EXT,RV,99.904,8493
452,EXT,RV,97.71,8494
453,NAC,RF,2.075,8494
454,EXT,RV,94.20500000000001,8495
455,NAC,RF,2.2430000000000003,8495
456,NAC,RV,3.221,8495
457,EXT,RF,74.622,8502
458,NAC,RF,19.011999999999997,8502
459,NAC,RF,99.41199999999999,8506
460,EXT,RV,98.93100000000001,8513
461,EXT,RV,98.96000000000001,8514
462,EXT,RV,98.755,8515
463,EXT,RV,97.706,8517
464,EXT,RV,96.485,8519
465,EXT,RV,74.28400000000002,8521
466,NAC,RF,9.106,8521
467,NAC,RV,2.651,8521
468,EXT,RV,53.11099999999999,8525
469,NAC,RF,29.323,8525
470,NAC,RV,15.287,8525
471,NAC,RV,98.849,8529
472,NAC,RF,99.82600000000002,8532
473,EXT,RV,92.578,8533
474,EXT,RV,96.798,8534
475,NAC,RV,98.68800000000002,8536
476,EXT,RV,77.59400000000001,8537
477,NAC,RV,19.923000000000002,8537
478,NAC,RF,1.34,8553
479,NAC,RV,98.54700000000001,8553
480,NAC,RV,97.83,8555
481,EXT,RV,95.22300000000003,8575
482,EXT,RV,55.88999999999999,8576
483,NAC,RF,24.826000000000004,8576
484,NAC,RV,15.483000000000004,8576
485,EXT,RV,73.514,8577
486,NAC,RF,7.014000000000001,8577
487,NAC,RV,17.21,8577
488,EXT,RV,39.73400000000001,8578
489,NAC,RF,39.53800000000001,8578
490,NAC,RV,11.434000000000003,8578
491,NAC,RF,99.703,8588
492,EXT,RV,95.90699999999998,8589
493,EXT,RV,79.30899999999997,8600
494,NAC,RF,3.8780000000000006,8600
495,NAC,RV,15.831,8600
496,EXT,RV,39.63199999999999,8604
497,NAC,RV,52.831999999999994,8604
498,NAC,RF,95.615,8606
499,NAC,RF,99.38800000000005,8608
500,NAC,RF,96.48300000000002,8609
501,EXT,RV,96.42699999999998,8610
502,NAC,RF,2.665,8610
503,NAC,RF,98.49100000000001,8615
504,NAC,RF,75.03599999999997,8618
505,EXT,RV,91.669,8619
506,NAC,RF,0.548,8619
507,NAC,RF,99.92999999999999,8620
508,EXT,RV,95.39699999999999,8621
509,NAC,RF,4.541,8621
510,NAC,RF,93.378,8622
511,EXT,RV,99.04499999999997,8625
512,NAC,RF,96.119,8629
513,EXT,RV,22.945000000000004,8638
514,NAC,RF,3.485999999999997,8638
515,NAC,RV,72.783,8638
516,EXT,RV,45.013,8639
517,NAC,RF,0.613,8639
518,NAC,RV,53.758,8639
519,EXT,RV,71.223,8640
520,NAC,RV,26.903,8640
521,EXT,RF,98.34799999999998,8661
522,NAC,RF,99.95700000000002,8676
523,NAC,RF,99.51400000000002,8678
524,NAC,RV,98.35399999999998,8679
525,EXT,RV,86.666,8684
526,NAC,RV,10.499000000000002,8684
527,NAC,RV,97.79799999999997,8685
528,EXT,RV,52.92900000000001,8687
529,NAC,RF,13.332,8687
530,NAC,RV,30.071,8687
531,EXT,RV,78.795,8694
532,NAC,RF,1.233,8694
533,NAC,RV,18.456,8694
534,EXT,RV,46.67700000000001,8695
535,NAC,RF,34.618,8695
536,NAC,RV,12.963,8695
537,EXT,RV,2.2600000000000002,8696
538,NAC,RF,69.83000000000001,8696
539,NAC,RV,14.588999999999999,8696
540,NAC,RF,99.92599999999999,8702
541,EXT,RV,91.41799999999999,8705
542,NAC,RV,7.495,8705
543,EXT,RV,97.06600000000003,8707
544,EXT,RV,95.30400000000003,8710
545,EXT,RV,97.209,8712
546,NAC,RV,94.74499999999999,8723
547,EXT,RV,95.601,8725
548,NAC,RF,99.90799999999997,8730
549,NAC,RF,99.44000000000007,8731
550,EXT,RV,63.03899999999999,8740
551,NAC,RF,18.877000000000002,8740
552,NAC,RV,13.177999999999999,8740
553,EXT,RV,16.213,8741
554,NAC,RF,76.14099999999998,8741
555,NAC,RV,5.13,8741
556,EXT,RV,89.78399999999999,8744
557,EXT,RV,97.138,8749
558,EXT,RV,99.44,8750
559,EXT,RV,82.34200000000001,8753
560,NAC,RF,6.0169999999999995,8753
561,NAC,RF,99.96099999999994,8755
562,NAC,RF,99.601,8757
563,NAC,RF,99.97600000000001,8766
564,EXT,RV,28.019000000000002,8773
565,NAC,RF,64.93800000000003,8773
566,NAC,RV,5.050999999999999,8773
567,EXT,RV,42.79500000000001,8774
568,NAC,RF,43.45,8774
569,NAC,RV,12.063999999999998,8774
570,EXT,RV,75.29499999999997,8775
571,NAC,RF,2.7199999999999998,8775
572,NAC,RV,19.636,8775
573,EXT,RV,86.24,8776
574,EXT,RV,96.70899999999999,8777
575,EXT,RV,69.24700000000001,8785
576,NAC,RF,8.893,8785
577,NAC,RV,19.753,8785
578,NAC,RV,96.74300000000001,8787
579,NAC,RF,41.499,8788
580,NAC,RV,55.69799999999999,8788
581,NAC,RV,99.286,8789
582,EXT,RV,88.25500000000002,8795
583,NAC,RV,10.649000000000001,8795
584,EXT,RV,87.53799999999997,8799
585,NAC,RF,1.353,8799
586,EXT,RV,98.43700000000001,8801
587,EXT,RV,15.449999999999998,8805
588,NAC,RF,63.312000000000005,8805
589,NAC,RV,15.554,8805
590,NAC,RF,99.63199999999998,8806
591,NAC,RF,93.88999999999997,8807
592,EXT,RV,88.88000000000001,8811
593,NAC,RV,9.685000000000002,8811
594,NAC,RV,97.20199999999998,8812
595,EXT,RV,81.75,8813
596,NAC,RV,97.70599999999997,8819
597,EXT,RV,97.259,8820
598,EXT,RV,96.33799999999998,8822
599,NAC,RV,1.389,8822
600,EXT,RF,82.07900000000001,8823
601,NAC,RF,14.302000000000001,8823
602,EXT,RV,78.302,8824
603,NAC,RF,3.496,8824
604,NAC,RV,17.165999999999997,8824
605,EXT,RV,60.708999999999996,8825
606,NAC,RF,19.778999999999996,8825
607,NAC,RV,15.653,8825
608,EXT,RV,43.47699999999998,8826
609,NAC,RF,38.69499999999999,8826
610,NAC,RV,11.600000000000001,8826
611,EXT,RV,27.982999999999997,8827
612,NAC,RF,56.34999999999997,8827
613,NAC,RV,5.281999999999999,8827
614,EXT,RV,56.766,8844
615,NAC,RF,18.826000000000004,8844
616,NAC,RV,18.48,8844
617,EXT,RV,23.42,8845
618,NAC,RF,51.727000000000004,8845
619,NAC,RV,14.186,8845
620,EXT,RV,3.8819999999999997,8846
621,NAC,RF,86.86899999999996,8846
622,NAC,RV,3.0249999999999995,8846
623,NAC,RF,87.45700000000004,8853
624,NAC,RV,1.8599999999999999,8853
625,NAC,RV,99.492,8857
626,EXT,RV,73.998,8858
627,NAC,RV,24.296,8858
628,EXT,RV,73.58000000000004,8859
629,NAC,RV,21.296,8859
630,NAC,RV,99.09400000000001,8872
631,NAC,RF,99.88600000000001,8881
632,EXT,RV,92.62500000000001,8885
633,NAC,RF,94.55700000000002,8886
634,NAC,RV,98.061,8890
635,EXT,RV,96.71,8893
636,NAC,RF,0.9400000000000001,8893
637,NAC,RF,99.65200000000003,8897
638,NAC,RV,97.62500000000001,8898
639,EXT,RV,24.732000000000003,8900
640,NAC,RF,59.506,8900
641,NAC,RV,5.234,8900
642,NAC,RF,99.72999999999999,8902
643,EXT,RV,89.79,8906
644,NAC,RF,6.030000000000001,8906
645,NAC,RF,91.74699999999997,8907
646,EXT,RV,59.62800000000001,8908
647,NAC,RF,18.369999999999997,8908
648,NAC,RV,20.468,8908
649,NAC,RF,58.11499999999999,8910
650,EXT,RV,36.266,8911
651,NAC,RF,30.162000000000006,8911
652,NAC,RV,12.577000000000004,8911
653,NAC,RF,1.8900000000000001,8912
654,NAC,RV,97.40500000000007,8912
655,EXT,RV,96.63900000000001,8915
656,EXT,RV,98.222,8916
657,NAC,RV,96.94299999999998,8918
658,EXT,RV,98.57400000000001,8924
659,NAC,RV,99.09699999999997,8929
660,NAC,RF,79.38499999999999,8931
661,NAC,RF,99.17199999999998,8932
662,EXT,RF,2.673,8933
663,NAC,RF,89.68599999999998,8933
664,NAC,RF,3.999,8933
665,NAC,RF,98.52500000000002,8934
666,EXT,RV,96.79400000000001,8935
667,EXT,RV,95.04899999999999,8937
668,EXT,RV,98.253,8940
669,NAC,RF,96.90499999999997,8941
670,EXT,RV,78.084,8944
671,NAC,RF,5.48,8944
672,NAC,RF,96.96299999999998,8945
673,EXT,RV,98.254,8946
674,EXT,RV,98.427,8948
675,NAC,RV,0.0,8948
676,NAC,RF,99.73500000000004,8950
677,NAC,RF,99.90200000000003,8952
678,NAC,RF,99.95200000000001,8953
679,NAC,RF,10.341,8954
680,NAC,RV,89.284,8954
681,NAC,RF,99.47200000000008,8956
682,EXT,RF,53.902,8957
683,NAC,RF,36.388999999999996,8957
684,NAC,RF,93.35799999999998,8959
685,NAC,RV,4.907,8959
686,NAC,RF,71.141,8966
687,NAC,RV,27.108,8966
688,EXT,RF,84.247,8967
689,NAC,RF,14.721,8967
690,NAC,RF,99.0,8970
691,EXT,RV,78.81099999999999,8971
692,NAC,RF,2.089,8971
693,NAC,RV,6.8469999999999995,8971
694,NAC,RF,99.92900000000006,8976
695,EXT,RV,59.396,8979
696,NAC,RF,8.318,8979
697,NAC,RV,31.229,8979
698,EXT,RV,99.23,8980
699,NAC,RV,98.50099999999999,8982
700,NAC,RF,92.08199999999998,8986
701,EXT,RV,99.562,8987
702,NAC,RF,94.53900000000002,8991
703,EXT,RV,36.907000000000004,8992
704,NAC,RF,29.293999999999997,8992
705,NAC,RV,32.588,8992
706,EXT,RV,55.79500000000002,8993
707,NAC,RF,21.910999999999998,8993
708,NAC,RV,19.899,8993
709,EXT,RV,28.752999999999997,8994
710,NAC,RF,28.132000000000005,8994
711,NAC,RV,42.152,8994
712,EXT,RV,28.510999999999996,8995
713,NAC,RF,38.819,8995
714,NAC,RV,8.880999999999998,8995
715,EXT,RV,60.672999999999995,8996
716,NAC,RF,22.408000000000005,8996
717,NAC,RV,10.625000000000002,8996
718,EXT,RV,9.747,8997
719,NAC,RF,62.90299999999997,8997
720,NAC,RF,99.66599999999995,9003
721,EXT,RV,93.09500000000001,9004
722,EXT,RV,97.01400000000001,9005
723,EXT,RV,42.352,9006
724,NAC,RF,41.18400000000002,9006
725,NAC,RV,12.681999999999999,9006
726,EXT,RV,94.655,9007
727,NAC,RV,99.782,9019
728,NAC,RF,93.21000000000001,9021
729,NAC,RF,78.06900000000003,9022
730,EXT,RV,94.18600000000005,9023
731,EXT,RV,97.12400000000001,9024
732,NAC,RF,91.25400000000003,9025
733,NAC,RV,4.24,9025
734,EXT,RV,95.726,9027
735,NAC,RF,96.66599999999995,9033
736,NAC,RF,85.25700000000006,9034
737,NAC,RF,0.453,9034
738,EXT,RV,88.991,9038
739,EXT,RV,30.622,9041
740,NAC,RF,47.41999999999999,9041
741,NAC,RV,13.993,9041
742,EXT,RV,73.34799999999998,9042
743,NAC,RF,8.693,9042
744,NAC,RV,15.429,9042
745,NAC,RV,98.199,9043
746,EXT,RV,97.35799999999999,9048
747,NAC,RF,92.06699999999998,9054
748,NAC,RF,99.59500000000004,9056
749,EXT,RV,67.42499999999998,9060
750,NAC,RV,31.846,9060
751,EXT,RV,2.584,9061
752,NAC,RF,97.11800000000002,9061
753,EXT,RV,40.154999999999994,9062
754,NAC,RF,4.083,9062
755,NAC,RV,55.003,9062
756,EXT,RV,29.277,9063
757,NAC,RF,15.206,9063
758,NAC,RV,54.99099999999999,9063
759,NAC,RF,99.119,9065
760,NAC,RV,99.146,9067
761,NAC,RF,97.26899999999999,9072
762,EXT,RF,82.49300000000001,9073
763,NAC,RF,10.673000000000002,9073
764,NAC,RF,89.1649999999999,9074
765,EXT,RV,15.100999999999999,9079
766,NAC,RF,76.618,9079
767,NAC,RV,7.414,9079
768,NAC,RF,99.64900000000002,9084
769,EXT,RV,80.96900000000002,9094
770,NAC,RV,16.846,9094
771,EXT,RV,99.93,9102
772,NAC,RF,37.355999999999995,9104
773,NAC,RF,99.90300000000005,9106
774,NAC,RF,99.858,9145
775,NAC,RF,93.299,9154
776,NAC,RF,96.57000000000002,9158
777,EXT,RF,87.64099999999999,9162
778,NAC,RF,2.335,9162
779,NAC,RV,2.022,9162
780,NAC,RF,99.258,9166
781,EXT,RV,99.623,9187
782,NAC,RF,10.344000000000003,9189
783,NAC,RV,89.46,9189
784,EXT,RV,7.17,9190
785,NAC,RV,91.17499999999998,9190
786,EXT,RV,2.403,9191
787,NAC,RV,93.615,9191
788,EXT,RV,4.946999999999999,9192
789,NAC,RV,93.28999999999999,9192
790,EXT,RV,9.894,9193
791,NAC,RV,85.577,9193
792,NAC,RF,91.492,9201
793,NAC,RV,8.383000000000001,9201
794,EXT,RV,97.08699999999999,9209
795,EXT,RF,32.89,9221
796,NAC,RF,57.237,9221
797,NAC,RF,49.26699999999996,9222
798,EXT,RV,98.74,9223
799,NAC,RF,99.77700000000002,9226
800,NAC,RF,97.45,9228
801,NAC,RV,2.477,9228
802,EXT,RV,93.873,9231
803,NAC,RF,6.085,9231
804,NAC,RF,97.32100000000003,9238
805,NAC,RF,97.30400000000003,9248
806,NAC,RV,2.621,9248
807,NAC,RF,99.491,9253
808,EXT,RV,94.844,9254
809,EXT,RV,97.05100000000002,9255
810,NAC,RF,93.78800000000001,9259
811,NAC,RF,92.443,9260
812,EXT,RV,33.902,9261
813,NAC,RF,59.528999999999996,9261
814,NAC,RF,88.05899999999997,9291
815,EXT,RV,84.99400000000001,9294
816,NAC,RF,9.376000000000001,9294
817,NAC,RF,99.511,9310
818,EXT,RF,76.479,9328
819,NAC,RF,11.332,9328
820,EXT,RV,94.529,9345
