,RUN,Serie,valor_cuota,Fecha,uf,tipo_cambio,tac_total
36500,BANSANDER-C,AV,,2015-01-02,24627.1,1,0.0
36501,BANSANDER-C,AV,,2015-01-18,24598.46,1,0.0
36502,BANSANDER-C,AV,,2015-01-23,24582.56,1,0.0
36503,BANSANDER-C,AV,,2015-01-26,24573.03,1,0.0
36504,BANSANDER-C,AV,,2015-01-28,24566.68,1,0.0
36505,BANSANDER-C,AV,,2015-01-29,24563.5,1,0.0
36506,BANSANDER-C,AV,,2015-02-05,24541.28,1,0.0
36507,BANSANDER-C,AV,,2015-02-09,24528.59,1,0.0
36508,BANSANDER-C,AV,,2015-02-15,24533.84,1,0.0
36509,BANSANDER-C,AV,,2015-03-05,24549.61,1,0.0
36510,BANSANDER-C,AV,,2015-03-10,24556.28,1,0.0
36511,BANSANDER-C,AV,,2015-03-12,24562.61,1,0.0
36512,BANSANDER-C,AV,,2015-03-17,24578.43,1,0.0
36513,BANSANDER-C,AV,,2015-03-19,24584.76,1,0.0
36514,BANSANDER-C,AV,,2015-03-23,24597.43,1,0.0
36515,BANSANDER-C,AV,,2015-03-26,24606.93,1,0.0
36516,BANSANDER-C,AV,,2015-03-28,24613.27,1,0.0
36517,BANSANDER-C,AV,,2015-04-02,24629.12,1,0.0
36518,BANSANDER-C,AV,,2015-04-04,24635.47,1,0.0
36519,BANSANDER-C,AV,,2015-04-07,24644.98,1,0.0
36520,BANSANDER-C,AV,,2015-04-17,24690.69,1,0.0
36521,BANSANDER-C,AV,,2015-05-07,24789.35,1,0.0
36522,BANSANDER-C,AV,,2015-05-08,24794.29,1,0.0
36523,BANSANDER-C,AV,,2015-05-10,24804.03,1,0.0
36524,BANSANDER-C,AV,,2015-05-16,24832.76,1,0.0
36525,BANSANDER-C,AV,,2015-05-17,24837.55,1,0.0
36526,BANSANDER-C,AV,,2015-05-21,24856.73,1,0.0
36527,BANSANDER-C,AV,,2015-05-30,24899.94,1,0.0
36528,BANSANDER-C,AV,,2015-05-31,24904.75,1,0.0
36529,BANSANDER-C,AV,,2015-06-01,24909.55,1,0.0
36530,BANSANDER-C,AV,,2015-06-02,24914.36,1,0.0
36531,BANSANDER-C,AV,,2015-06-03,24919.17,1,0.0
36532,BANSANDER-C,AV,,2015-06-08,24943.22,1,0.0
36533,BANSANDER-C,AV,,2015-06-14,24956.35,1,0.0
36534,BANSANDER-C,AV,,2015-06-22,24969.65,1,0.0
36535,BANSANDER-C,AV,,2015-06-27,24977.97,1,0.0
36536,BANSANDER-C,AV,,2015-06-30,24982.96,1,0.0
36537,BANSANDER-C,AV,,2015-07-01,24984.62,1,0.0
36538,BANSANDER-C,AV,,2015-07-08,24996.27,1,0.0
36539,BANSANDER-C,AV,,2015-07-19,25038.19,1,0.0
36540,BANSANDER-C,AV,,2015-07-22,25050.28,1,0.0
36541,BANSANDER-C,AV,,2015-07-23,25054.31,1,0.0
36542,BANSANDER-C,AV,,2015-07-25,25062.37,1,0.0
36543,BANSANDER-C,AV,,2015-07-26,25066.41,1,0.0
36544,BANSANDER-C,AV,,2015-07-29,25078.51,1,0.0
36545,BANSANDER-C,AV,,2015-08-04,25102.73,1,0.0
36546,BANSANDER-C,AV,,2015-08-15,25142.35,1,0.0
36547,BANSANDER-C,AV,,2015-08-21,25161.78,1,0.0
36548,BANSANDER-C,AV,,2015-08-29,25187.72,1,0.0
36549,BANSANDER-C,AV,,2015-08-31,25194.21,1,0.0
36550,BANSANDER-C,AV,,2015-09-08,25220.17,1,0.0
36551,BANSANDER-C,AV,,2015-09-19,25282.14,1,0.0
36552,BANSANDER-C,AV,,2015-10-11,25408.15,1,0.0
36553,BANSANDER-C,AV,,2015-10-12,25412.24,1,0.0
36554,BANSANDER-C,AV,,2015-10-16,25428.6,1,0.0
