,RUN,Serie,valor_cuota,Fecha,uf,tipo_cambio,tac_total
28100,BANSANDER-C,AV,,2018-05-30,27075.71,1,0.0
28101,BANSANDER-C,AV,,2018-05-31,27078.32,1,0.0
28102,BANSANDER-C,AV,,2018-06-13,27112.71,1,0.0
28103,BANSANDER-C,AV,,2018-06-21,27134.37,1,0.0
28104,BANSANDER-C,AV,,2018-06-25,27145.21,1,0.0
28105,BANSANDER-C,AV,,2018-07-05,27172.33,1,0.0
28106,BANSANDER-C,AV,,2018-07-11,27184.94,1,0.0
28107,BANSANDER-C,AV,,2018-07-14,27187.57,1,0.0
28108,BANSANDER-C,AV,,2018-07-21,27193.71,1,0.0
28109,BANSANDER-C,AV,,2018-07-24,27196.34,1,0.0
28110,BANSANDER-C,AV,,2018-07-25,27197.22,1,0.0
28111,BANSANDER-C,AV,,2018-07-29,27200.72,1,0.0
28112,BANSANDER-C,AV,,2018-07-30,27201.6,1,0.0
28113,BANSANDER-C,AV,,2018-08-03,27205.11,1,0.0
28114,BANSANDER-C,AV,,2018-08-16,27234.91,1,0.0
28115,BANSANDER-C,AV,,2018-08-17,27238.42,1,0.0
28116,BANSANDER-C,AV,,2018-08-20,27248.94,1,0.0
28117,BANSANDER-C,AV,,2018-08-28,27277.03,1,0.0
28118,BANSANDER-C,AV,,2018-08-31,27287.57,1,0.0
28119,BANSANDER-C,AV,,2018-09-02,27294.6,1,0.0
28120,BANSANDER-C,AV,,2018-09-06,27308.66,1,0.0
28121,BANSANDER-C,AV,,2018-09-10,27321.03,1,0.0
28122,BANSANDER-C,AV,,2018-09-12,27324.67,1,0.0
28123,BANSANDER-C,AV,,2018-01-09,26805.92,1,0.0
28124,BANSANDER-C,AV,,2018-01-17,26812.84,1,0.0
28125,BANSANDER-C,AV,,2018-01-26,26820.62,1,0.0
28126,BANSANDER-C,AV,,2018-01-29,26823.21,1,0.0
28127,BANSANDER-C,AV,,2018-01-30,26824.08,1,0.0
28128,BANSANDER-C,AV,,2018-01-31,26824.94,1,0.0
28129,BANSANDER-C,AV,,2018-02-05,26829.27,1,0.0
28130,BANSANDER-C,AV,,2018-02-11,26842.29,1,0.0
28131,BANSANDER-C,AV,,2018-02-12,26847.07,1,0.0
28132,BANSANDER-C,AV,,2018-02-19,26880.57,1,0.0
28133,BANSANDER-C,AV,,2018-02-22,26894.94,1,0.0
28134,BANSANDER-C,AV,,2018-02-24,26904.52,1,0.0
28135,BANSANDER-C,AV,,2018-02-26,26914.11,1,0.0
28136,BANSANDER-C,AV,,2018-03-01,26928.49,1,0.0
28137,BANSANDER-C,AV,,2018-03-02,26933.29,1,0.0
28138,BANSANDER-C,AV,,2018-03-15,26966.89,1,0.0
28139,BANSANDER-C,AV,,2018-03-18,26966.89,1,0.0
28140,BANSANDER-C,AV,,2018-03-26,26966.89,1,0.0
28141,BANSANDER-C,AV,,2018-04-04,26966.89,1,0.0
28142,BANSANDER-C,AV,,2018-04-06,26966.89,1,0.0
28143,BANSANDER-C,AV,,2018-04-09,26966.89,1,0.0
28144,BANSANDER-C,AV,,2018-04-26,26997.44,1,0.0
28145,BANSANDER-C,AV,,2018-05-09,27020.82,1,0.0
28146,BANSANDER-C,AV,,2018-09-16,27331.95,1,0.0
28147,BANSANDER-C,AV,,2018-09-24,27346.52,1,0.0
28148,BANSANDER-C,AV,,2018-09-30,27357.45,1,0.0
