,RUN,Serie,valor_cuota,Fecha,uf,tipo_cambio,tac_total
0,BANSANDER-C,Obl,,2018-05-30,27075.71,1,0.0
1,BANSANDER-C,Obl,,2018-05-31,27078.32,1,0.0
2,BANSANDER-C,Obl,,2018-06-13,27112.71,1,0.0
3,BANSANDER-C,Obl,,2018-06-21,27134.37,1,0.0
4,BANSANDER-C,Obl,,2018-06-25,27145.21,1,0.0
5,BANSANDER-C,Obl,,2018-07-05,27172.33,1,0.0
6,BANSANDER-C,Obl,,2018-07-11,27184.94,1,0.0
7,BANSANDER-C,Obl,,2018-07-14,27187.57,1,0.0
8,BANSANDER-C,Obl,,2018-07-21,27193.71,1,0.0
9,BANSANDER-C,Obl,,2018-07-24,27196.34,1,0.0
10,BANSANDER-C,Obl,,2018-07-25,27197.22,1,0.0
11,BANSANDER-C,Obl,,2018-07-29,27200.72,1,0.0
12,BANSANDER-C,Obl,,2018-07-30,27201.6,1,0.0
13,BANSANDER-C,Obl,,2018-08-03,27205.11,1,0.0
14,BANSANDER-C,Obl,,2018-08-16,27234.91,1,0.0
15,BANSANDER-C,Obl,,2018-08-17,27238.42,1,0.0
16,BANSANDER-C,Obl,,2018-08-20,27248.94,1,0.0
17,BANSANDER-C,Obl,,2018-08-28,27277.03,1,0.0
18,BANSANDER-C,Obl,,2018-08-31,27287.57,1,0.0
19,BANSANDER-C,Obl,,2018-09-02,27294.6,1,0.0
20,BANSANDER-C,Obl,,2018-09-06,27308.66,1,0.0
21,BANSANDER-C,Obl,,2018-09-10,27321.03,1,0.0
22,BANSANDER-C,Obl,,2018-09-12,27324.67,1,0.0
23,BANSANDER-C,Obl,,2018-01-09,26805.92,1,0.0
24,BANSANDER-C,Obl,,2018-01-17,26812.84,1,0.0
25,BANSANDER-C,Obl,,2018-01-26,26820.62,1,0.0
26,BANSANDER-C,Obl,,2018-01-29,26823.21,1,0.0
27,BANSANDER-C,Obl,,2018-01-30,26824.08,1,0.0
28,BANSANDER-C,Obl,,2018-01-31,26824.94,1,0.0
29,BANSANDER-C,Obl,,2018-02-05,26829.27,1,0.0
30,BANSANDER-C,Obl,,2018-02-11,26842.29,1,0.0
31,BANSANDER-C,Obl,,2018-02-12,26847.07,1,0.0
32,BANSANDER-C,Obl,,2018-02-19,26880.57,1,0.0
33,BANSANDER-C,Obl,,2018-02-22,26894.94,1,0.0
34,BANSANDER-C,Obl,,2018-02-24,26904.52,1,0.0
35,BANSANDER-C,Obl,,2018-02-26,26914.11,1,0.0
36,BANSANDER-C,Obl,,2018-03-01,26928.49,1,0.0
37,BANSANDER-C,Obl,,2018-03-02,26933.29,1,0.0
38,BANSANDER-C,Obl,,2018-03-15,26966.89,1,0.0
39,BANSANDER-C,Obl,,2018-03-18,26966.89,1,0.0
40,BANSANDER-C,Obl,,2018-03-26,26966.89,1,0.0
41,BANSANDER-C,Obl,,2018-04-04,26966.89,1,0.0
42,BANSANDER-C,Obl,,2018-04-06,26966.89,1,0.0
43,BANSANDER-C,Obl,,2018-04-09,26966.89,1,0.0
44,BANSANDER-C,Obl,,2018-04-26,26997.44,1,0.0
45,BANSANDER-C,Obl,,2018-05-09,27020.82,1,0.0
46,BANSANDER-C,Obl,,2018-09-16,27331.95,1,0.0
47,BANSANDER-C,Obl,,2018-09-24,27346.52,1,0.0
48,BANSANDER-C,Obl,,2018-09-30,27357.45,1,0.0
49,BANSANDER-D,Obl,,2018-01-08,26805.05,1,0.0
50,BANSANDER-D,Obl,,2018-01-10,26806.78,1,0.0
51,BANSANDER-D,Obl,,2018-01-13,26809.38,1,0.0
52,BANSANDER-D,Obl,,2018-01-21,26816.29,1,0.0
53,BANSANDER-D,Obl,,2018-01-30,26824.08,1,0.0
54,BANSANDER-D,Obl,,2018-02-02,26826.67,1,0.0
55,BANSANDER-D,Obl,,2018-02-03,26827.54,1,0.0
56,BANSANDER-D,Obl,,2018-02-04,26828.4,1,0.0
57,BANSANDER-D,Obl,,2018-02-12,26847.07,1,0.0
58,BANSANDER-D,Obl,,2018-02-16,26866.21,1,0.0
59,BANSANDER-D,Obl,,2018-02-17,26870.99,1,0.0
60,BANSANDER-D,Obl,,2018-02-18,26875.78,1,0.0
61,BANSANDER-D,Obl,,2018-02-26,26914.11,1,0.0
62,BANSANDER-D,Obl,,2018-02-28,26923.7,1,0.0
63,BANSANDER-D,Obl,,2018-03-01,26928.49,1,0.0
64,BANSANDER-D,Obl,,2018-03-09,26966.89,1,0.0
65,BANSANDER-D,Obl,,2018-03-13,26966.89,1,0.0
66,BANSANDER-D,Obl,,2018-03-14,26966.89,1,0.0
67,BANSANDER-D,Obl,,2018-03-16,26966.89,1,0.0
68,BANSANDER-D,Obl,,2018-03-17,26966.89,1,0.0
69,BANSANDER-D,Obl,,2018-03-30,26966.89,1,0.0
70,BANSANDER-D,Obl,,2018-04-02,26966.89,1,0.0
71,BANSANDER-D,Obl,,2018-04-05,26966.89,1,0.0
72,BANSANDER-D,Obl,,2018-04-07,26966.89,1,0.0
73,BANSANDER-D,Obl,,2018-04-11,26970.48,1,0.0
74,BANSANDER-D,Obl,,2018-04-12,26972.28,1,0.0
75,BANSANDER-D,Obl,,2018-04-15,26977.67,1,0.0
76,BANSANDER-D,Obl,,2018-04-17,26981.26,1,0.0
77,BANSANDER-D,Obl,,2018-04-20,26986.65,1,0.0
78,BANSANDER-D,Obl,,2018-04-25,26995.64,1,0.0
79,BANSANDER-D,Obl,,2018-04-26,26997.44,1,0.0
80,BANSANDER-D,Obl,,2018-04-30,27004.63,1,0.0
81,BANSANDER-D,Obl,,2018-05-03,27010.03,1,0.0
82,BANSANDER-D,Obl,,2018-05-06,27015.43,1,0.0
83,BANSANDER-D,Obl,,2018-05-25,27062.63,1,0.0
84,BANSANDER-D,Obl,,2018-05-28,27070.47,1,0.0
